date	close
16-Jul-09	147.52
17-Jul-09	151.75
20-Jul-09	152.91
21-Jul-09	151.51
22-Jul-09	156.74
23-Jul-09	157.82
24-Jul-09	159.99
27-Jul-09	160.10
28-Jul-09	160.00
29-Jul-09	160.03
30-Jul-09	162.79
31-Jul-09	163.39
3-Aug-09	166.43
4-Aug-09	165.55
5-Aug-09	165.11
6-Aug-09	163.91
7-Aug-09	165.51
10-Aug-09	164.72
12-Aug-09	165.31
13-Aug-09	168.42
14-Aug-09	166.78
17-Aug-09	159.59
18-Aug-09	164.00
19-Aug-09	164.60
20-Aug-09	166.33
21-Aug-09	169.22
24-Aug-09	169.06
25-Aug-09	169.40
26-Aug-09	167.41
27-Aug-09	169.45
28-Aug-09	170.05
31-Aug-09	168.21
1-Sep-09	165.30
2-Sep-09	165.18
3-Sep-09	166.55
4-Sep-09	170.31
8-Sep-09	172.93
9-Sep-09	171.14
10-Sep-09	172.56
11-Sep-09	172.16
14-Sep-09	173.72
15-Sep-09	175.16
16-Sep-09	181.87
17-Sep-09	184.55
18-Sep-09	185.02
21-Sep-09	184.02
22-Sep-09	184.48
23-Sep-09	185.50
24-Sep-09	183.82
25-Sep-09	182.37
28-Sep-09	186.15
29-Sep-09	185.38
30-Sep-09	185.35
1-Oct-09	180.86
2-Oct-09	184.90
5-Oct-09	186.02
6-Oct-09	190.01
7-Oct-09	190.25
8-Oct-09	189.27
9-Oct-09	190.47
12-Oct-09	190.81
13-Oct-09	190.02
14-Oct-09	191.29
15-Oct-09	190.56
16-Oct-09	188.05
19-Oct-09	189.86
20-Oct-09	198.76
21-Oct-09	204.92
22-Oct-09	205.20
23-Oct-09	203.94
26-Oct-09	202.48
27-Oct-09	197.37
28-Oct-09	192.40
29-Oct-09	196.35
30-Oct-09	188.50
2-Nov-09	189.31
3-Nov-09	188.75
4-Nov-09	190.81
5-Nov-09	194.03
6-Nov-09	194.34
9-Nov-09	201.46
10-Nov-09	202.98
11-Nov-09	203.25
12-Nov-09	201.99
13-Nov-09	204.45
16-Nov-09	206.63
17-Nov-09	207.00
18-Nov-09	205.96
19-Nov-09	200.51
20-Nov-09	199.92
23-Nov-09	205.88
24-Nov-09	204.44
25-Nov-09	204.19
26-Nov-09	204.19
27-Nov-09	200.59
30-Nov-09	199.91
1-Dec-09	196.97
2-Dec-09	196.23
3-Dec-09	196.48
4-Dec-09	193.32
7-Dec-09	188.95
8-Dec-09	189.87
9-Dec-09	197.80
10-Dec-09	196.43
11-Dec-09	194.67
14-Dec-09	196.98
15-Dec-09	194.17
16-Dec-09	195.03
17-Dec-09	191.86
18-Dec-09	195.43
21-Dec-09	198.23
22-Dec-09	200.36
23-Dec-09	202.10
24-Dec-09	209.04
25-Dec-09	209.04
28-Dec-09	211.61
29-Dec-09	209.10
30-Dec-09	211.64
31-Dec-09	210.73
1-Jan-10	210.73
4-Jan-10	214.01
5-Jan-10	214.38
6-Jan-10	210.97
7-Jan-10	210.58
8-Jan-10	211.98
11-Jan-10	210.11
12-Jan-10	207.72
13-Jan-10	210.65
14-Jan-10	209.43
15-Jan-10	205.93
18-Jan-10	205.93
19-Jan-10	215.04
20-Jan-10	211.72
21-Jan-10	208.07
22-Jan-10	197.75
25-Jan-10	203.08
26-Jan-10	205.94
27-Jan-10	207.88
28-Jan-10	199.29
29-Jan-10	192.06
1-Feb-10	194.73
2-Feb-10	195.86
3-Feb-10	199.23
4-Feb-10	192.05
5-Feb-10	195.46
8-Feb-10	194.12
9-Feb-10	196.19
10-Feb-10	195.12
11-Feb-10	198.67
12-Feb-10	200.38
15-Feb-10	200.38
16-Feb-10	203.40
17-Feb-10	202.55
18-Feb-10	202.93
19-Feb-10	201.67
22-Feb-10	200.42
23-Feb-10	197.06
24-Feb-10	200.66
25-Feb-10	202.00
26-Feb-10	204.62
1-Mar-10	208.99
2-Mar-10	208.85
3-Mar-10	209.33
4-Mar-10	210.71
5-Mar-10	218.95
8-Mar-10	219.08
9-Mar-10	223.02
10-Mar-10	224.84
11-Mar-10	225.50
12-Mar-10	226.60
15-Mar-10	223.84
16-Mar-10	224.45
17-Mar-10	224.12
18-Mar-10	224.65
19-Mar-10	222.25
22-Mar-10	224.75
23-Mar-10	228.36
24-Mar-10	229.37
25-Mar-10	226.65
26-Mar-10	230.90
29-Mar-10	232.39
30-Mar-10	235.84
31-Mar-10	235.00
1-Apr-10	235.97
2-Apr-10	235.97
5-Apr-10	238.49
6-Apr-10	239.54
7-Apr-10	240.60
8-Apr-10	239.95
9-Apr-10	241.79
12-Apr-10	242.29
13-Apr-10	242.43
14-Apr-10	245.69
15-Apr-10	248.92
16-Apr-10	247.40
19-Apr-10	247.07
20-Apr-10	244.59
21-Apr-10	259.22
22-Apr-10	266.47
23-Apr-10	270.83
26-Apr-10	269.50
27-Apr-10	262.04
28-Apr-10	261.60
29-Apr-10	268.64
30-Apr-10	261.09
3-May-10	266.35
4-May-10	258.68
5-May-10	255.98
6-May-10	246.25
7-May-10	235.86
10-May-10	253.99
11-May-10	256.52
12-May-10	262.09
13-May-10	258.36
14-May-10	253.82
17-May-10	254.22
18-May-10	252.36
19-May-10	248.34
20-May-10	237.76
21-May-10	242.32
24-May-10	246.76
25-May-10	245.22
26-May-10	244.11
27-May-10	253.35
28-May-10	256.88
31-May-10	256.88
1-Jun-10	260.83
2-Jun-10	263.95
3-Jun-10	263.12
4-Jun-10	255.96
7-Jun-10	250.94
8-Jun-10	249.33
9-Jun-10	243.20
10-Jun-10	250.51
11-Jun-10	253.51
14-Jun-10	254.28
15-Jun-10	259.69
16-Jun-10	267.25
17-Jun-10	271.87
18-Jun-10	274.07
21-Jun-10	270.17
22-Jun-10	273.85
23-Jun-10	270.97
24-Jun-10	269.00
25-Jun-10	266.70
28-Jun-10	268.30
29-Jun-10	256.17
30-Jun-10	251.53
1-Jul-10	248.48
2-Jul-10	246.94
5-Jul-10	246.94
6-Jul-10	248.63
7-Jul-10	258.66
8-Jul-10	258.09
9-Jul-10	259.62
12-Jul-10	257.28
13-Jul-10	251.80
14-Jul-10	252.73
15-Jul-10	251.45
16-Jul-10	249.90
19-Jul-10	245.58
20-Jul-10	251.89
21-Jul-10	254.24
22-Jul-10	259.02
23-Jul-10	259.94
26-Jul-10	259.28
27-Jul-10	264.08
28-Jul-10	260.96
29-Jul-10	258.11
30-Jul-10	257.25
2-Aug-10	261.85
3-Aug-10	261.93
4-Aug-10	262.98
5-Aug-10	261.70
6-Aug-10	260.09
9-Aug-10	261.75
10-Aug-10	259.41
11-Aug-10	250.19
12-Aug-10	251.79
13-Aug-10	249.10
16-Aug-10	247.64
17-Aug-10	251.97
18-Aug-10	253.07
19-Aug-10	249.88
20-Aug-10	249.64
23-Aug-10	245.80
24-Aug-10	239.93
25-Aug-10	242.89
26-Aug-10	240.28
27-Aug-10	241.62
30-Aug-10	242.50
31-Aug-10	243.10
1-Sep-10	250.33
2-Sep-10	252.17
3-Sep-10	258.77
6-Sep-10	258.77
7-Sep-10	257.81
8-Sep-10	262.92
9-Sep-10	263.07
10-Sep-10	263.41
13-Sep-10	267.04
14-Sep-10	268.06
15-Sep-10	270.22
16-Sep-10	276.57
17-Sep-10	275.37
20-Sep-10	283.23
21-Sep-10	283.77
22-Sep-10	287.75
23-Sep-10	288.92
24-Sep-10	292.32
27-Sep-10	291.16
28-Sep-10	286.86
29-Sep-10	287.37
30-Sep-10	283.75
1-Oct-10	282.52
4-Oct-10	278.64
5-Oct-10	288.94
6-Oct-10	289.19
7-Oct-10	289.22
8-Oct-10	294.07
11-Oct-10	295.36
12-Oct-10	298.54
13-Oct-10	300.14
14-Oct-10	302.31
15-Oct-10	314.74
18-Oct-10	318.00
19-Oct-10	309.49
20-Oct-10	310.53
21-Oct-10	309.52
22-Oct-10	307.47
25-Oct-10	308.84
26-Oct-10	308.05
27-Oct-10	307.83
28-Oct-10	305.24
29-Oct-10	300.98
1-Nov-10	304.18
2-Nov-10	309.36
3-Nov-10	312.80
4-Nov-10	318.27
5-Nov-10	317.13
8-Nov-10	318.62
9-Nov-10	316.08
10-Nov-10	318.03
11-Nov-10	316.66
12-Nov-10	308.03
15-Nov-10	307.04
16-Nov-10	301.59
17-Nov-10	300.50
18-Nov-10	308.43
19-Nov-10	306.73
22-Nov-10	313.36
23-Nov-10	308.73
24-Nov-10	314.80
26-Nov-10	315.00
29-Nov-10	316.87
30-Nov-10	311.15
1-Dec-10	316.40
2-Dec-10	318.15
3-Dec-10	317.44
6-Dec-10	320.15
7-Dec-10	318.21
8-Dec-10	321.01
9-Dec-10	319.76
10-Dec-10	320.56
13-Dec-10	321.67
14-Dec-10	320.29
15-Dec-10	320.36
16-Dec-10	321.25
17-Dec-10	320.61
20-Dec-10	322.21
21-Dec-10	324.20
22-Dec-10	325.16
23-Dec-10	323.60
27-Dec-10	324.68
28-Dec-10	325.47
29-Dec-10	325.29
30-Dec-10	323.66
31-Dec-10	322.56
3-Jan-11	329.57
4-Jan-11	331.29
5-Jan-11	334.00
6-Jan-11	333.73
7-Jan-11	336.12
10-Jan-11	342.46
11-Jan-11	341.64
12-Jan-11	344.42
13-Jan-11	345.68
14-Jan-11	348.48
18-Jan-11	340.65
19-Jan-11	338.84
20-Jan-11	332.68
21-Jan-11	326.72
24-Jan-11	337.45
25-Jan-11	341.40
26-Jan-11	343.85
27-Jan-11	343.21
28-Jan-11	336.10
31-Jan-11	339.32
1-Feb-11	345.03
2-Feb-11	344.32
3-Feb-11	343.44
4-Feb-11	346.50
7-Feb-11	351.88
8-Feb-11	355.20
9-Feb-11	358.16
10-Feb-11	354.54
11-Feb-11	356.85
14-Feb-11	359.18
15-Feb-11	359.90
16-Feb-11	363.13
17-Feb-11	358.30
18-Feb-11	350.56
22-Feb-11	338.61
23-Feb-11	342.62
24-Feb-11	342.88
25-Feb-11	348.16
28-Feb-11	353.21
1-Mar-11	349.31
2-Mar-11	352.12
3-Mar-11	359.56
4-Mar-11	360.00
7-Mar-11	355.36
8-Mar-11	355.76
9-Mar-11	352.47
10-Mar-11	346.67
11-Mar-11	351.99
14-Mar-11	353.56
15-Mar-11	345.43
16-Mar-11	330.01
17-Mar-11	334.64
18-Mar-11	330.67
21-Mar-11	339.30
22-Mar-11	341.20
23-Mar-11	339.19
24-Mar-11	344.97
25-Mar-11	351.54
28-Mar-11	350.44
29-Mar-11	350.96
30-Mar-11	348.63
31-Mar-11	348.51
1-Apr-11	344.56
4-Apr-11	341.19
5-Apr-11	338.89
6-Apr-11	338.04
7-Apr-11	338.08
8-Apr-11	335.06
11-Apr-11	330.80
12-Apr-11	332.40
13-Apr-11	336.13
14-Apr-11	332.42
15-Apr-11	327.46
18-Apr-11	331.85
19-Apr-11	337.86
20-Apr-11	342.41
21-Apr-11	350.70
25-Apr-11	353.01
26-Apr-11	350.42
27-Apr-11	350.15
28-Apr-11	346.75
29-Apr-11	350.13
2-May-11	346.28
3-May-11	348.20
4-May-11	349.57
5-May-11	346.75
6-May-11	346.66
9-May-11	347.60
10-May-11	349.45
11-May-11	347.23
12-May-11	346.57
13-May-11	340.50
16-May-11	333.30
17-May-11	336.14
18-May-11	339.87
19-May-11	340.53
20-May-11	335.22
23-May-11	334.40
24-May-11	332.19
25-May-11	336.78
26-May-11	335.00
27-May-11	337.41
31-May-11	347.83
1-Jun-11	345.51
2-Jun-11	346.10
3-Jun-11	343.44
6-Jun-11	338.04
7-Jun-11	332.04
8-Jun-11	332.24
9-Jun-11	331.49
10-Jun-11	325.90
13-Jun-11	326.60
14-Jun-11	332.44
15-Jun-11	326.75
16-Jun-11	325.16
17-Jun-11	320.26
20-Jun-11	315.32
21-Jun-11	325.30
22-Jun-11	322.61
23-Jun-11	331.23
24-Jun-11	326.35
27-Jun-11	332.04
28-Jun-11	335.26
29-Jun-11	334.04
30-Jun-11	335.67
1-Jul-11	343.26
5-Jul-11	349.43
6-Jul-11	351.76
7-Jul-11	357.20
8-Jul-11	359.71
11-Jul-11	354.00
12-Jul-11	353.75
13-Jul-11	358.02
14-Jul-11	357.77
15-Jul-11	364.92
18-Jul-11	373.80
19-Jul-11	376.85
20-Jul-11	386.90
21-Jul-11	387.29
22-Jul-11	393.30
25-Jul-11	398.50
26-Jul-11	403.41
27-Jul-11	392.59
28-Jul-11	391.82
29-Jul-11	390.48
1-Aug-11	396.75
2-Aug-11	388.91
3-Aug-11	392.57
4-Aug-11	377.37
5-Aug-11	373.62
8-Aug-11	353.21
9-Aug-11	374.01
10-Aug-11	363.69
11-Aug-11	373.70
12-Aug-11	376.99
15-Aug-11	383.41
16-Aug-11	380.48
17-Aug-11	380.44
18-Aug-11	366.05
19-Aug-11	356.03
22-Aug-11	356.44
23-Aug-11	373.60
24-Aug-11	376.18
25-Aug-11	373.72
26-Aug-11	383.58
29-Aug-11	389.97
30-Aug-11	389.99
31-Aug-11	384.83
1-Sep-11	381.03
2-Sep-11	374.05
6-Sep-11	379.74
7-Sep-11	383.93
8-Sep-11	384.14
9-Sep-11	377.48
12-Sep-11	379.94
13-Sep-11	384.62
14-Sep-11	389.30
15-Sep-11	392.96
16-Sep-11	400.50
19-Sep-11	411.63
20-Sep-11	413.45
21-Sep-11	412.14
22-Sep-11	401.82
23-Sep-11	404.30
26-Sep-11	403.17
27-Sep-11	399.26
28-Sep-11	397.01
29-Sep-11	390.57
30-Sep-11	381.32
3-Oct-11	374.60
4-Oct-11	372.50
5-Oct-11	378.25
6-Oct-11	377.37
7-Oct-11	369.80
10-Oct-11	388.81
11-Oct-11	400.29
12-Oct-11	402.19
13-Oct-11	408.43
14-Oct-11	422.00
17-Oct-11	419.99
18-Oct-11	422.24
19-Oct-11	398.62
20-Oct-11	395.31
21-Oct-11	392.87
24-Oct-11	405.77
25-Oct-11	397.77
26-Oct-11	400.60
27-Oct-11	404.69
28-Oct-11	404.95
31-Oct-11	404.78
1-Nov-11	396.51
2-Nov-11	397.41
3-Nov-11	403.07
4-Nov-11	400.24
7-Nov-11	399.73
8-Nov-11	406.23
9-Nov-11	395.28
10-Nov-11	385.22
11-Nov-11	384.62
14-Nov-11	379.26
15-Nov-11	388.83
16-Nov-11	384.77
17-Nov-11	377.41
18-Nov-11	374.94
21-Nov-11	369.01
22-Nov-11	376.51
23-Nov-11	366.99
25-Nov-11	363.57
28-Nov-11	376.12
29-Nov-11	373.20
30-Nov-11	382.20
1-Dec-11	387.93
2-Dec-11	389.70
5-Dec-11	393.01
6-Dec-11	390.95
7-Dec-11	389.09
8-Dec-11	390.66
9-Dec-11	393.62
12-Dec-11	391.84
13-Dec-11	388.81
14-Dec-11	380.19
15-Dec-11	378.94
16-Dec-11	381.02
19-Dec-11	382.21
20-Dec-11	395.95
21-Dec-11	396.44
22-Dec-11	398.55
23-Dec-11	403.43
27-Dec-11	406.53
28-Dec-11	402.64
29-Dec-11	405.12
30-Dec-11	405.00
3-Jan-12	411.23
4-Jan-12	413.44
5-Jan-12	418.03
6-Jan-12	422.40
9-Jan-12	421.73
10-Jan-12	423.24
11-Jan-12	422.55
12-Jan-12	421.39
13-Jan-12	419.81
17-Jan-12	424.70
18-Jan-12	429.11
19-Jan-12	427.75
20-Jan-12	420.30
23-Jan-12	427.41
24-Jan-12	420.41
25-Jan-12	446.66
26-Jan-12	444.63
27-Jan-12	447.28
30-Jan-12	453.01
31-Jan-12	456.48
1-Feb-12	456.19
2-Feb-12	455.12
3-Feb-12	459.68
6-Feb-12	463.97
7-Feb-12	468.83
8-Feb-12	476.68
9-Feb-12	493.17
10-Feb-12	493.42
13-Feb-12	502.60
14-Feb-12	509.46
15-Feb-12	497.67
16-Feb-12	502.21
17-Feb-12	502.12
21-Feb-12	514.85
22-Feb-12	513.04
23-Feb-12	516.39
24-Feb-12	522.41
27-Feb-12	525.76
28-Feb-12	535.41
29-Feb-12	542.44
1-Mar-12	544.47
2-Mar-12	545.18
5-Mar-12	533.16
6-Mar-12	530.26
7-Mar-12	530.69
8-Mar-12	541.99
9-Mar-12	545.17
12-Mar-12	552.00
13-Mar-12	568.10
14-Mar-12	589.58
15-Mar-12	585.56
16-Mar-12	585.57
19-Mar-12	601.10
20-Mar-12	605.96
21-Mar-12	602.50
22-Mar-12	599.34
23-Mar-12	596.05
26-Mar-12	606.98
27-Mar-12	614.48
28-Mar-12	617.62
29-Mar-12	609.86
30-Mar-12	599.55
2-Apr-12	618.63
3-Apr-12	629.32
4-Apr-12	624.31
5-Apr-12	633.68
9-Apr-12	636.23
10-Apr-12	628.44
11-Apr-12	626.20
12-Apr-12	622.77
13-Apr-12	605.23
16-Apr-12	580.13
17-Apr-12	609.70
18-Apr-12	608.34
19-Apr-12	587.44
20-Apr-12	572.98
23-Apr-12	571.70
24-Apr-12	560.28
25-Apr-12	610.00
26-Apr-12	607.70
27-Apr-12	603.00
30-Apr-12	583.98
1-May-12	582.13